"","Name","Line.1","Line.2","Town","County","Postcode","full_add","latitude","longitude"
"4200","Chucs Westbourne Grove","226 Westbourne Grove","","London","Greater London","W11 2RH","226 Westbourne Grove  W11 2RH London Greater London",51.5143927,-0.201195
"4201","Chucs Cafe Kensington","97 Old Brompton Road","","London","Greater London","SW7 3LD","97 Old Brompton Road  SW7 3LD London Greater London",51.492516,-0.1773751
"4202","Chucs Belgravia","25 Eccleston Street","","London","Greater London","SW1W 9NP","25 Eccleston Street  SW1W 9NP London Greater London",51.49471175,-0.148777012114644
"4203","Chucs Cafe Chelsea","65 Lower Sloane Street","","London","Greater London","SW1W 8DH","65 Lower Sloane Street  SW1W 8DH London Greater London",51.4903235,-0.1567186
"4204","PRIYA EXPRESS LTD","339 High Street North","","London","Greater London","E12 6PQ","339 High Street North  E12 6PQ London Greater London",51.5414485,0.050618
"4205","Asiatique Restaurant","201 Upper Richmond Road West","","London","Greater London","SW14 8QT","201 Upper Richmond Road West  SW14 8QT London Greater London",51.4650106,-0.261167900984971
"4206","The Coffee Traveller","58 Thames Road","","London","Greater London","W4 3RE","58 Thames Road  W4 3RE London Greater London",51.486587,-0.2807494
"4207","GRATO ","9 Kensington Square","","London","Greater London","W8 5EP","9 Kensington Square  W8 5EP London Greater London",51.500525,-0.1892705
"4208","Haseka ltd","251a","Southwark Park Road","London","Greater London","SE16 3TS","251a Southwark Park Road SE16 3TS London Greater London",51.4924316,-0.062474681723269
"4209","Trap Kitchen","76 Bedford Hill","","London","Greater London","SW12 9HR","76 Bedford Hill  SW12 9HR London Greater London",51.4421395,-0.1494126
"4210","Wine and Mousaka Restaurant","30 Haven Green","","London","Greater London","W5 2NY","30 Haven Green  W5 2NY London Greater London",51.5160544,-0.3023961
"4211","creperie chez yves","201-203 Maple Road","Penge","London","Greater London","SE20 8HU","201-203 Maple Road Penge SE20 8HU London Greater London",51.4122734,-0.0579656
"4212","PARLE PANTRY","97 Chiswick High Road","","London","Greater London","W4 2ED","97 Chiswick High Road  W4 2ED London Greater London",51.4927569,-0.2538965
"4213","bun and grain shack at hand of glory pub","240 Amhurst Road","","London","Greater London","E8 2BS","240 Amhurst Road  E8 2BS London Greater London",51.55466285,-0.0680895630761994
"4214","Taylor Made Northwood Ltd","64 Green Lane","","Northwood","Greater London","HA6 2XW","64 Green Lane  HA6 2XW Northwood Greater London",51.6115102,-0.4198775
"4215","Cafe Azuma ","361 Holloway Road","","London","Greater London","N7 0RN","361 Holloway Road  N7 0RN London Greater London",51.5566385,-0.118092206877109
"4216","500 DEGREES CLOCK HOUSE LTD","49 Beckenham Road","","Beckenham","Greater London","BR3 4PR","49 Beckenham Road  BR3 4PR Beckenham Greater London",51.4096366,-0.0431569
"4217","Hustle Bombay Eating House","13 Bond Street","","London","Greater London","W5 5AP","13 Bond Street  W5 5AP London Greater London",51.550591,0.00364374691072822
"4218","The Lord Stanley","51 Camden Park Road","","London","Greater London","NW1 9BH","51 Camden Park Road  NW1 9BH London Greater London",51.5467373,-0.1284539
"4219","Tufnell Park Tavern","162 Tufnell Park Road","","London","Greater London","N7 0EE","162 Tufnell Park Road  N7 0EE London Greater London",51.5578789,-0.1266506
"4220","De Beauvoir Arms","113 Southgate Road","","London","Greater London","N1 3JS","113 Southgate Road  N1 3JS London Greater London",51.54165405,-0.0851404717212029
"4221","The Lady Mildmay","92 Mildmay Park","","London","Greater London","N1 4PR","92 Mildmay Park  N1 4PR London Greater London",51.5506725,-0.0846119
"4222","Dame Alice Owen","292-294","St. John Street","London","Greater London","EC1V 4PA","292-294 St. John Street EC1V 4PA London Greater London",51.528135,-0.104538459615385
"4223","The Holborn Whippet","25-27","Sicilian Avenue","London","Greater London","WC1A 2QH","25-27 Sicilian Avenue WC1A 2QH London Greater London",51.5186575,-0.1217949
"4224","THE JOLLY GARDENERS","214 Garratt Lane","","London","Greater London","SW18 4EA","214 Garratt Lane  SW18 4EA London Greater London",51.44692705,-0.18961943369289
"4225","azur limited trading as LPM","53-54","Brook's Mews","London","Greater London","W1K 4EG","53-54 Brook's Mews W1K 4EG London Greater London",51.5126689,-0.146232407458035
"4226","cottons Notting hill gate ","157-159","Notting Hill Gate","London","Greater London","W11 3LF","157-159 Notting Hill Gate W11 3LF London Greater London",51.5084643,-0.200342
"4227","THE DOLPHIN","1 Rockingham Road","","Uxbridge","Greater London","UB8 2UB","1 Rockingham Road  UB8 2UB Uxbridge Greater London",51.5447817,-0.4827448
"4228","Shot Espresso","11 Jerdan Place","","London","Greater London","SW6 1BE","11 Jerdan Place  SW6 1BE London Greater London",51.4808225,-0.198279
"4229","Indian Zing Ltd","236 King Street","","London","Greater London","W6 0RF","236 King Street  W6 0RF London Greater London",51.4925175,-0.2294348
"4230","Purley Downs Golf Club Ltd","106 Purley Downs Road","","South Croydon","Greater London","CR2 0RB","106 Purley Downs Road  CR2 0RB South Croydon Greater London",51.3412167,-0.0989101
"4231","Al forno Putney","349 Upper Richmond Road","","London","Greater London","SW15 5QJ","349 Upper Richmond Road  SW15 5QJ London Greater London",51.464375,-0.2369295
"4232","HARRY MORGAN Restaurant & Delicatessen","29-31","St. Johns Wood High Street","London","Greater London","NW8 7NH","29-31 St. Johns Wood High Street NW8 7NH London Greater London",51.5328843,-0.1701381
"4233","ma petite jamaica ","4 Inverness Street","","London","Greater London","NW1 7HJ","4 Inverness Street  NW1 7HJ London Greater London",51.5397059,-0.143672
"4234","SAJNA RESTAURANT LIMITED","13b","Bromley Road","Beckenham","Greater London","BR3 5NT","13b Bromley Road BR3 5NT Beckenham Greater London",51.4070223,-0.0175014
"4235","Triangle Club","248-252","High Street","London","Greater London","NW10 4TD","248-252 High Street NW10 4TD London Greater London",51.5066933,-0.2673
"4236","Le Deli Robuchon Limited","82 Piccadilly","","London","Greater London","W1J 8JA","82 Piccadilly  W1J 8JA London Greater London",51.503283,-0.1501707
"4237","QUERKY FOREST GATE LTD","180 Forest Lane","Forest Gate","London","Greater London","E7 9BB","180 Forest Lane Forest Gate E7 9BB London Greater London",51.5482526,0.0168025
"4238","Fatburger","10 Jamestown Road","","London","Greater London","NW1 7BY","10 Jamestown Road  NW1 7BY London Greater London",51.5402339,-0.1455519
"4239","SAHARA LOUNGE","7-9","Stanmore Hill","Stanmore","Greater London","HA7 3DP","7-9 Stanmore Hill HA7 3DP Stanmore Greater London",51.6237955,-0.3197382
"4240","GJC Sutton UK Ltd","173 High Street","","Sutton","Greater London","SM1 1JU","173 High Street  SM1 1JU Sutton Greater London",51.3654688,-0.194044
"4241","Richoux","41a","South Audley Street","London","Greater London","W1K 2PS","41a South Audley Street W1K 2PS London Greater London",51.5089577,-0.1515282
"4242","Richoux Piccadilly","172 Piccadilly","","London","Greater London","W1J 9EJ","172 Piccadilly  W1J 9EJ London Greater London",51.5080144,-0.139312063349261
"4243","Villagio","206-208","Hammersmith Road","London","Greater London","W6 7DH","206-208 Hammersmith Road W6 7DH London Greater London",51.4930911,-0.2225397
"4244","The Broadwick","47 High Street","","Chislehurst","Greater London","BR7 5AF","47 High Street  BR7 5AF Chislehurst Greater London",51.4189151,0.0667428
"4245","The Coffee Tree","46 Camden High Street","","London","Greater London","NW1 0JH","46 Camden High Street  NW1 0JH London Greater London",51.53581885,-0.139418171155884
"4246","EZ & Moss","183 Holloway Road","","London","Greater London","N7 8LX","183 Holloway Road  N7 8LX London Greater London",51.55013535,-0.109286665466436
"4247","TIMBER GARDENS RESTAURANT LTD","161 London Road","","Croydon","Greater London","CR0 2RJ","161 London Road  CR0 2RJ Croydon Greater London",51.3883022,-0.1114431
"4248","Ercan Fish Bar ","59 Barking Road","","London","Greater London","E6 1PY","59 Barking Road  E6 1PY London Greater London",51.5343431,0.0652152
"4249","Mehak Grill House","786 High Road","","Ilford","Greater London","IG3 8TH","786 High Road  IG3 8TH Ilford Greater London",51.5606137,0.0814962
"4250","Saint Jacques restaurant","5 St. James's Street","","London","Greater London","SW1A 1EF","5 St. James's Street  SW1A 1EF London Greater London",51.505241,-0.1381953
"4251","Monkey and Me ","114-115 Crawford Street","","London","Greater London","W1H 2JQ","114-115 Crawford Street  W1H 2JQ London Greater London",51.5197373,-0.159291
"4252","Lorenzo ","73 Westow Hill","","London","Greater London","SE19 1TX","73 Westow Hill  SE19 1TX London Greater London",51.4198733,-0.0785141
"4253","Lorenzo","32 Forest Hill Road","","London","Greater London","SE22 0RR","32 Forest Hill Road  SE22 0RR London Greater London",51.4534661,-0.0621883191392601
"4254","Lorenzo","136-138","Wickham Road","Croydon","Greater London","CR0 8BE","136-138 Wickham Road CR0 8BE Croydon Greater London",51.3742371,-0.0511053
"4255","Cafe St Germain","16 - 17 Crystal Palace Parade","","London","Greater London","SE19 1UA","16 - 17 Crystal Palace Parade  SE19 1UA London Greater London",51.4202754,-0.07868005
"4256","Newbury Park Hotels Ltd","713 Eastern Avenue","","Ilford","Greater London","IG2 7RH","713 Eastern Avenue  IG2 7RH Ilford Greater London",51.5765916,0.0655831
"4257","SASA LTD 2015","57 Vicarage Lane","","London","Greater London","E15 4HG","57 Vicarage Lane  E15 4HG London Greater London",51.54063875,0.010872248323059
"4258","Bona Sourdough","25 Dartmouth Road","","London","Greater London","SE23 3HN","25 Dartmouth Road  SE23 3HN London Greater London",51.4382157,-0.0541676789333171
"4259","CROSSROADS CAFE","190 Bellenden Road","","London","Greater London","SE15 4BW","190 Bellenden Road  SE15 4BW London Greater London",51.46688035,-0.0729979144807261
"4260","Cava bistro ","14 Turnpike Lane","","London","Greater London","N8 0PT","14 Turnpike Lane  N8 0PT London Greater London",51.3630984,-0.18731
"4261","Nido's","100 Harlington Road West","","Feltham","Greater London","TW14 0JJ","100 Harlington Road West  TW14 0JJ Feltham Greater London",51.4554485,-0.4085472
"4262","1910","3 Ramsden Road","","London","Greater London","SW12 8QX","3 Ramsden Road  SW12 8QX London Greater London",51.4487297,-0.1544618
"4263","Hawkers Bar & Brasserie - DoubleTree Kingston upon Thames ","1 Skerne Road","","Kingston upon Thames","Greater London","KT2 5FJ","1 Skerne Road  KT2 5FJ Kingston upon Thames Greater London",51.4136868,-0.3055019
"4264","INDIAN ESSENCE","176-178","Petts Wood Road","Orpington","Greater London","BR5 1LG","176-178 Petts Wood Road BR5 1LG Orpington Greater London",51.40255225,0.0850163939826483
"4265","Vivat Bacchus","4 Hays Lane","","London","Greater London","SE1 2HB","4 Hays Lane  SE1 2HB London Greater London",51.5057445,-0.084239
"4266","THAYA RESTAURANT LTD t/a Palm Beach","17 Ealing Road","","Wembley","Greater London","HA0 4AA","17 Ealing Road  HA0 4AA Wembley Greater London",51.5515067,-0.2988666
"4267","Pause Coffee ","711 Seven Sisters Road","","London","Greater London","N15 5JT","711 Seven Sisters Road  N15 5JT London Greater London",51.5829576,-0.0725461
"4268","Heritage Kitchen and Bar Limited","51 Salisbury Road","","Hounslow","Greater London","TW4 7NW","51 Salisbury Road  TW4 7NW Hounslow Greater London",51.4682509,-0.3998573
"4269","GERMAN DONER KEBAB","58 High Street","","Sutton","Greater London","SM1 1EZ","58 High Street  SM1 1EZ Sutton Greater London",51.3616644,-0.1920872
"4270","Cacio Pepe","46 Churton Street","","London","Greater London","SW1V 2LP","46 Churton Street  SW1V 2LP London Greater London",51.4913491,-0.1389776
"4271","Neighbourhood Organic","212-216","Kentish Town Road","London","Greater London","NW5 2BY","212-216 Kentish Town Road NW5 2BY London Greater London",51.5496783,-0.1408455
"4272","TASTIER LTD TA IZGARA RESTAURANT","1274 High Road","","London","Greater London","N20 9HH","1274 High Road  N20 9HH London Greater London",51.6305239,-0.1747593
"4273","Pizza Brixton","105 Brixton Hill","","London","Greater London","SW2 1AA","105 Brixton Hill  SW2 1AA London Greater London",51.4546394414622,-0.119559665226457
"4274","SPIRIT FIRE RESTAURANT","17 Queen Annes Place","","Enfield","Greater London","EN1 2QB","17 Queen Annes Place  EN1 2QB Enfield Greater London",51.6420253,-0.0712931
"4275","Nikki's bakery","184 Chiswick High Road","","London","Greater London","W4 1PP","184 Chiswick High Road  W4 1PP London Greater London",51.4925859,-0.257277
"4276","Biff's Jack Shack","33-35 Stoke Newington Road","Hackney","London","Greater London","N16 8BJ","33-35 Stoke Newington Road Hackney N16 8BJ London Greater London",51.5541531,-0.0747985
"4277","itsu Richmond","40 George Street","","Richmond","Greater London","TW9 1HY","40 George Street  TW9 1HY Richmond Greater London",51.4613882,-0.3034572
"4278","itsu Kings Road","47 King's Road","","London","Greater London","SW3 4NB","47 King's Road  SW3 4NB London Greater London",51.4910227,-0.1608522
"4279","itsu Notting Hill Gate","100 Notting Hill Gate","","London","Greater London","W11 3QA","100 Notting Hill Gate  W11 3QA London Greater London",51.5090388,-0.1976912
"4280","itsu Kingston Clarence Street","22 Clarence Street","","Kingston upon Thames","Greater London","KT1 1NX","22 Clarence Street  KT1 1NX Kingston upon Thames Greater London",51.4115265,-0.3004479
"4281","itsu Camden High Street","191-192 Camden High Street","","London","Greater London","NW1 7BT","191-192 Camden High Street  NW1 7BT London Greater London",51.5388348,-0.1423718
"4282","itsu Victoria Street 163","163 Victoria Street","","London","Greater London","SW1E 5NA","163 Victoria Street  SW1E 5NA London Greater London",51.496554,-0.1419005
"4283","Rara Nepalese Dining","279 Sandycombe Road","","Richmond","Greater London","TW9 3LU","279 Sandycombe Road  TW9 3LU Richmond Greater London",51.47435375,-0.286404174381443
"4284","CARLTON LOUNGE","232-234","Kingsbury Road","London","Greater London","NW9 0BH","232-234 Kingsbury Road NW9 0BH London Greater London",51.5848431,-0.2802864
"4285","XR","13-14","Thayer Street","London","Greater London","W1U 3JR","13-14 Thayer Street W1U 3JR London Greater London",51.5174139,-0.151518
"4286","Xier","13-14","Thayer Street","London","Greater London","W1U 3JR","13-14 Thayer Street W1U 3JR London Greater London",51.5174139,-0.151518
"4287","Mawlana Restaurant","161 Edgware Road","","London","Greater London","W2 2HR","161 Edgware Road  W2 2HR London Greater London",51.5180295,-0.1673698
"4288","BOULANGERIE BON MATIN LTD","178 Tollington Park","","London","Greater London","N4 3AJ","178 Tollington Park  N4 3AJ London Greater London",51.5684386,-0.110699975191424
"4289","BOULANGERIE BON MATIN LTD","9 Flask Walk","","London","Greater London","NW3 1HJ","9 Flask Walk  NW3 1HJ London Greater London",51.5573391,-0.1763124
"4290","Calowries","178 Lower Richmond Road","","London","Greater London","SW15 1LY","178 Lower Richmond Road  SW15 1LY London Greater London",51.4673757,-0.2196401
"4291","Italian Gourmet food","26 Tolmers Square","","London","Greater London","NW1 2PE","26 Tolmers Square  NW1 2PE London Greater London",51.5263296,-0.1371591
"4292","Royal Blackheath golf club","Court Road","","London","Greater London","SE9 5AF","Court Road  SE9 5AF London Greater London",51.4450639,0.0523603
"4293","Ripe Kitchen","136 Regents Park Road","","London","Greater London","NW1 8XL","136 Regents Park Road  NW1 8XL London Greater London",51.5408442,-0.1573379
"4294","Six Degrees Collective","22-24 Camden Passage","Islington","London","Greater London","N1 8ED","22-24 Camden Passage Islington N1 8ED London Greater London",51.5347736,-0.1045445
"4295","Little Sicily ","42 Newington Causeway","","London","Greater London","SE1 6DR","42 Newington Causeway  SE1 6DR London Greater London",51.498171,-0.0984562
"4296","chada thai cuisine","208-210","Battersea Park Road","London","Greater London","SW11 4ND","208-210 Battersea Park Road SW11 4ND London Greater London",51.4733188,-0.1614914
"4297","Yumsa","3 Plaza Gardens","","London","Greater London","SW15 2DT","3 Plaza Gardens  SW15 2DT London Greater London",51.459405,-0.2102766
"4298","HIDE","85 Piccadilly","","London","Greater London","W1J 7NB","85 Piccadilly  W1J 7NB London Greater London",51.5061753,-0.1443366
"4299","Pawish Ltd","59 Park Road","","London","Greater London","NW1 6XU","59 Park Road  NW1 6XU London Greater London",51.5259179,-0.1620434
"4300","The Rochester Hotel","69 Vincent Square","","London","Greater London","SW1P 2PA","69 Vincent Square  SW1P 2PA London Greater London",51.4942114,-0.1366387
"4301","Nana's Kitchen","32 Headstone Drive","","Harrow","Greater London","HA3 5QH","32 Headstone Drive  HA3 5QH Harrow Greater London",51.5939001,-0.3376054
"4302","ROSE PERI PERI GRILL","119 New Road","","London","Greater London","E1 1HJ","119 New Road  E1 1HJ London Greater London",51.5184006,-0.0628499
"4303","The Kitchen ","57 Sidcup High Street","","Sidcup","Greater London","DA14 6ED","57 Sidcup High Street  DA14 6ED Sidcup Greater London",51.4259352,0.104152799264703
"4304","MANOUSH EXPRESS LIMITED","7-9","Manor Parade Sheepcote Road","Harrow","Greater London","HA1 2JN","7-9 Manor Parade Sheepcote Road HA1 2JN Harrow Greater London",51.58314885,-0.330989939457205
"4305","The Wellington Hotel","72 Vincent Square","","London","Greater London","SW1P 2PA","72 Vincent Square  SW1P 2PA London Greater London",51.4940178,-0.1362304
"4306","La Goccia","1 Floral Court","","London","Greater London","WC2E 9FB","1 Floral Court  WC2E 9FB London Greater London",51.5117104,-0.125069794230766
"4307","Petersham Nurseries The Delicatessen","31 King Street","","London","Greater London","WC2E 8JD","31 King Street  WC2E 8JD London Greater London",51.44558255,-0.32908233895523
"4308","The Petersham","2 Floral Court","","London","Greater London","WC2E 9FB","2 Floral Court  WC2E 9FB London Greater London",51.5117104,-0.125069794230766
"4309","B'Acino","54-56","Scrutton Street","London","Greater London","EC2A 4PH","54-56 Scrutton Street EC2A 4PH London Greater London",51.523363,-0.0809385500000023
"4310","Cafe Renaissance","81 Myddleton Road","","London","Greater London","N22 8NE","81 Myddleton Road  N22 8NE London Greater London",51.6064999,-0.1196609
"4311","The Kitchen","57 Sidcup High Street","","Sidcup","Greater London","DA14 6ED","57 Sidcup High Street  DA14 6ED Sidcup Greater London",51.4259352,0.104152799264703
"4312","Bedales of Borough Market","5 Bedale Street","","London","Greater London","SE1 9AL","5 Bedale Street  SE1 9AL London Greater London",51.5054001,-0.090246506071964
"4313","The Ambrose Cafe","196 Tottenham Court Road","","London","Greater London","W1T 7LQ","196 Tottenham Court Road  W1T 7LQ London Greater London",51.5212992,-0.1346053
"4314","Roti King","40 Doric Way","","London","Greater London","NW1 1LH","40 Doric Way  NW1 1LH London Greater London",51.5290041,-0.132048
"4315","Pressfield Ltd","911 Finchley Road","","London","Greater London","NW11 7PE","911 Finchley Road  NW11 7PE London Greater London",51.5745648,-0.1961072
"4316","Mandarin palace chinese restaurant","559-561","Cranbrook Road","Ilford","Greater London","IG2 6JZ","559-561 Cranbrook Road IG2 6JZ Ilford Greater London",51.5738919,0.0660148
"4317","BELLADONA LIMITED","87 London Road","","Morden","Greater London","SM4 5HP","87 London Road  SM4 5HP Morden Greater London",51.4005786,-0.1962335
"4318","CAFE STAR LTD","280 Barking Road","","London","Greater London","E6 3BA","280 Barking Road  E6 3BA London Greater London",51.5324254,0.0514188
"4319","Ems Kitchen","42a","High Street","Beckenham","Greater London","BR3 1AY","42a High Street BR3 1AY Beckenham Greater London",51.4094761,-0.0253859
"4320","Henry's","3 Manor Road","","Wallington","Greater London","SM6 0BW","3 Manor Road  SM6 0BW Wallington Greater London",51.3671527,-0.1534161
"4321","BBQ EXPRESS HC LTD","303 Mare Street","","London","Greater London","E8 1EJ","303 Mare Street  E8 1EJ London Greater London",51.54597405,-0.0554814052989683
"4322","TAI NIHUN","12 Brick Lane","","London","Greater London","E1 6RF","12 Brick Lane  E1 6RF London Greater London",51.51761855,-0.070628563960537
"4323","MOTHER INDIA (HORNCHURCH) LTD","118 North Street","","Hornchurch","Greater London","RM11 1SU","118 North Street  RM11 1SU Hornchurch Greater London",51.5650598,0.2201142
"4324","RAKA FC","70 Surbiton Road","","Kingston upon Thames","Greater London","KT1 2HT","70 Surbiton Road  KT1 2HT Kingston upon Thames Greater London",51.4013586,-0.3041285
"4325","Brown Eagle Supreme","107 Old Church Road","","London","Greater London","E4 6ST","107 Old Church Road  E4 6ST London Greater London",51.6171068,-0.0175902
"4326","The Grill House & Pizza","198 North End Road","","London","Greater London","W14 9NX","198 North End Road  W14 9NX London Greater London",51.4907569,-0.2067971
"4327","NOSTRO CAFE COSTA LTD","126 Streatham High Road","","London","Greater London","SW16 1BW","126 Streatham High Road  SW16 1BW London Greater London",51.4343107,-0.1283964
"4328","Kampai Japanese Sushi Bar","175 Archway Road","","London","Greater London","N6 5BL","175 Archway Road  N6 5BL London Greater London",51.57306195,-0.140843339869171
"4329","ARA FAST FOOD LIMITED","371 Well Hall Road","","London","Greater London","SE9 6TY","371 Well Hall Road  SE9 6TY London Greater London",51.468949,0.0540812
"4330","FORTUNE HOUSE LONDON LIMITED","2a","New Quebec Street","London","Greater London","W1H 7RD","2a New Quebec Street W1H 7RD London Greater London",51.5150584,-0.1580496
"4331","CAYA Brixton","344 Coldharbour Lane","","London","Greater London","SW9 8QH","344 Coldharbour Lane  SW9 8QH London Greater London",51.4626423,-0.1092771
"4332","Jungle Monkeyz","12 Kaduna Close","","Pinner","Greater London","HA5 2PZ","12 Kaduna Close  HA5 2PZ Pinner Greater London",51.5865007,-0.4064787
"4333","raj of islington","359 Holloway Road","","London","Greater London","N7 0RN","359 Holloway Road  N7 0RN London Greater London",51.5565892,-0.11802185
"4334","HAMPSTEAD CAFE LTD","12 Heath Street","","London","Greater London","NW3 6TE","12 Heath Street  NW3 6TE London Greater London",51.55549075,-0.17838877364407
"4335","LONDON SHELL CO.","Sheldon Square","","London","Greater London","W2 6EP","Sheldon Square  W2 6EP London Greater London",51.5191012,-0.1799828
"4336","Mezza & Grill Limited","76 Fulham Palace Road","","London","Greater London","W6 9PL","76 Fulham Palace Road  W6 9PL London Greater London",51.4838909,-0.2195667
"4337","Graam Bangla","68 Brick Lane","","London","Greater London","E1 6RL","68 Brick Lane  E1 6RL London Greater London",51.5188663,-0.0714464978610417
"4338","Thai Tiger","1 Woolwich Road","","London","Greater London","SE10 0RA","1 Woolwich Road  SE10 0RA London Greater London",51.4864249,0.0168451
"4339","Shakespeare coffee and bistro ","293 Fore Street","","London","Greater London","N9 0PD","293 Fore Street  N9 0PD London Greater London",51.617378,-0.0634983
"4340","148 Chinese Restaurant","148 Lordship Lane","","London","Greater London","SE22 8HB","148 Lordship Lane  SE22 8HB London Greater London",51.45537285,-0.0769608261528608
"4341","El Chicos Restaurant","62 Streatham High Road","","London","Greater London","SW16 1DA","62 Streatham High Road  SW16 1DA London Greater London",51.4291858,-0.131068
"4342","Texas Jacks Restaurant","238 High Street","","Bromley","Greater London","BR1 1PQ","238 High Street  BR1 1PQ Bromley Greater London",51.3761244,0.0992739
"4343","The Green Room","101 Upper Ground","","London","Greater London","SE1 9PP","101 Upper Ground  SE1 9PP London Greater London",51.50599,-0.113738299999998
"4344","The Finnish Church in London","33 Albion Street","","London","Greater London","SE16 7HZ","33 Albion Street  SE16 7HZ London Greater London",51.51377395,-0.166631652262674
"4345","ROBATA","56 Old Compton Street","","London","Greater London","W1D 4UE","56 Old Compton Street  W1D 4UE London Greater London",51.5128786,-0.132333176632906
"4346","Blabar","3a","Lacy Road","London","Greater London","SW15 1NH","3a Lacy Road SW15 1NH London Greater London",51.4642533,-0.2163148
"4347","Banh Banh","46 Peckham Rye","","London","Greater London","SE15 4JR","46 Peckham Rye  SE15 4JR London Greater London",51.4655219,-0.0666409
"4348","Fusion Exclusive Shisha Lounge","135 Ley Street","","Ilford","Greater London","IG1 4BH","135 Ley Street  IG1 4BH Ilford Greater London",51.5615256,0.0764385
"4349","Pizza Brixton at Bow","494-496","Roman Road","London","Greater London","E3 5LU","494-496 Roman Road E3 5LU London Greater London",51.5327703,-0.0305911
"4350","ERAM SHISHLIK","5-6","Culmington Parade Uxbridge Road","London","Greater London","W13 9BD","5-6 Culmington Parade Uxbridge Road W13 9BD London Greater London",51.5114641,-0.314552499999999
"4351","Islington Sports Bar and Grill ","274 Holloway Road","","London","Greater London","N7 6NE","274 Holloway Road  N7 6NE London Greater London",51.553559,-0.1133026
"4352","COUPETTE BETHNAL GREEN","423 Bethnal Green Road","","London","Greater London","E2 0AN","423 Bethnal Green Road  E2 0AN London Greater London",51.5267736,-0.0616827
"4353","Warsi Restaurant","256 Streatfield Road","","Harrow","Greater London","HA3 9BY","256 Streatfield Road  HA3 9BY Harrow Greater London",51.5957431,-0.2967323
"4354","Turquoise Kitchen ","6 South Grove","","London","Greater London","N6 6BS","6 South Grove  N6 6BS London Greater London",51.3234385666667,-0.137697233333333
"4355","Crowne Plaza London Docklands - ExCeL","Western Gateway","","London","Greater London","E16 1AL","Western Gateway  E16 1AL London Greater London",51.5080813,0.0207479
"4356","Mamma Dough HOP","76-78","Honor Oak Park","London","Greater London","SE23 1DY","76-78 Honor Oak Park SE23 1DY London Greater London",51.4500207,-0.0453823
"4357","Corte Coffee","189 Lewisham High Street","","London","Greater London","SE13 6AA","189 Lewisham High Street  SE13 6AA London Greater London",51.45973105,-0.0113639124664594
"4358","hhk restaurant ltd","163 Ballards Lane","","London","Greater London","N3 1LJ","163 Ballards Lane  N3 1LJ London Greater London",51.605495,-0.1880877
"4359","Swagat India Limited","86 Hill Rise","","Richmond","Greater London","TW10 6UB","86 Hill Rise  TW10 6UB Richmond Greater London",51.45720235,-0.303590304257001
"4360","Wild Thyme","2b","Thorpebank Road","London","Greater London","W12 0PQ","2b Thorpebank Road W12 0PQ London Greater London",51.507213,-0.2387698
"4361","Mamma Dough Sydenham","299","Kirkdale","London","Greater London","SE26 4QD","299 Kirkdale SE26 4QD London Greater London",51.4287025,-0.0576669
"4362","Mamma Dough Brixton","354 Coldharbour Lane","","London","Greater London","SW9 8QH","354 Coldharbour Lane  SW9 8QH London Greater London",51.462749,-0.1092601
"4363","Mamma Dough Ladywell","40 Ladywell Road","","London","Greater London","SE13 7UZ","40 Ladywell Road  SE13 7UZ London Greater London",51.4565148,-0.0198497
"4364","ABD Temptations Ltd","113 Balham High Road","","London","Greater London","SW12 9AP","113 Balham High Road  SW12 9AP London Greater London",51.4452843714286,-0.151038661904762
"4365","Himalaya Restaurant","393 Lewisham High Street","","London","Greater London","SE13 6NZ","393 Lewisham High Street  SE13 6NZ London Greater London",51.4523751,-0.0166416
"4366","Bistro Union","40 Abbeville Road","","London","Greater London","SW4 9NG","40 Abbeville Road  SW4 9NG London Greater London",51.4533051,-0.1409884
"4367","SHIBUYA","110 Shaftesbury Avenue","","London","Greater London","W1D 5EJ","110 Shaftesbury Avenue  W1D 5EJ London Greater London",51.5165626,-0.126314936233781
"4368","Kaspa’s desserts norbury ","1465 London Road","","London","Greater London","SW16 4AQ","1465 London Road  SW16 4AQ London Greater London",51.4102621,-0.1227677
"4369","Chicken Express","225 Hoxton Street","","London","Greater London","N1 5LG","225 Hoxton Street  N1 5LG London Greater London",51.5350583,-0.0811592
"4370","Smoking Goat","64 Shoreditch High Street","","London","Greater London","E1 6JJ","64 Shoreditch High Street  E1 6JJ London Greater London",51.5232534,-0.0744674
"4371","Kiln","58 Brewer Street","","London","Greater London","W1F 9TL","58 Brewer Street  W1F 9TL London Greater London",51.5113507,-0.1359965
"4372","Loco Mexicano Restaurant","64 Wilton Road","","London","Greater London","SW1V 1DE","64 Wilton Road  SW1V 1DE London Greater London",51.4931608,-0.140776487690186
"4373","Honey & Co","25 Warren Street","","London","Greater London","W1T 5LZ","25 Warren Street  W1T 5LZ London Greater London",51.5247178,-0.1385303
"4374","Honey & Spice","52 Warren Street","","London","Greater London","W1T 5NJ","52 Warren Street  W1T 5NJ London Greater London",51.52412005,-0.140222258900069
"4375","Honey & smoke","216 Great Portland Street","","London","Greater London","W1W 5QW","216 Great Portland Street  W1W 5QW London Greater London",51.5225866,-0.143459600000018
"4376","NEW CRYSTAL KITCHEN LTD","11 The Broadway High Road","","London","Greater London","N22 6DS","11 The Broadway High Road  N22 6DS London Greater London",51.59636685,-0.109519184374492
